No,LocID,Location,MidPeriod,TFR,NRR,CBR,Births,LEx,IMR,Deaths,CNMR,GrowthRate,NatIncr,SRB,RANDOM
905,2086,Organization for Security and Co-operation in Europe (OSCE),2013,1.805,0.85,12.529,78354.876,77.11,8.587,59769.184,2.33,0.53,2.972,1.06,0.555076702
643,417,Kyrgyzstan,2008,2.78,1.29,23.815,624.995,67.47,30.233,201.442,-2.919,1.322,16.139,1.06,0.789098934
350,1057,ESCAP: Central Asia,2013,2.609,1.208,23.265,9530.723,70.13,26.14,2987.836,-0.743,1.524,15.972,1.07,0.289465107
306,214,Dominican Republic,2018,2.36,1.109,19.685,1039.855,73.81,25.851,323.627,-2.84,1.072,13.558,1.05,0.049594502
256,2095,Countries with Access to the Sea: Asia,2008,2.296,1.008,18.539,366927.15,70.19,36.478,139233.301,-0.321,1.119,11.504,1.1,0.39033055
1121,1703,UNFPA: East and Southern Africa (ESA),2013,4.793,2.059,36.539,92487.433,60.13,53.933,22587.482,-0.249,2.741,27.615,1.03,0.519856552
950,410,Republic of Korea,2013,1.233,0.594,8.946,2244.782,81.27,2.972,1368.507,1.599,0.509,3.492,1.057,0.983953059
449,1832,Eastern and South-Eastern Asia,2013,1.839,0.834,14.133,158336.544,74.88,16.183,78342.488,-0.206,0.693,7.14,1.11,0.755985197
65,1557,Association of Southeast Asian Nations (ASEAN),2013,2.338,1.081,19.151,58838.665,71.18,23.935,19836.841,-0.568,1.213,12.695,1.06,0.480313089
359,1060,ESCAP: Landlocked countries (LLDCs),2013,3.086,1.393,26.374,19351.324,67.64,38.694,5151.273,-2.513,1.685,19.353,1.06,0.732759277
1138,2042,UNICEF Programme Regions: Eastern Caribbean,2008,1.82,0.861,15.015,169.014,73.07,22.393,83.795,-1.478,0.609,7.571,1.04,0.576931101
461,218,Ecuador,2013,2.56,1.209,20.975,1637.268,75.59,15.073,398.367,-0.487,1.539,15.872,1.05,0.684989906
439,906,Eastern Asia,2008,1.592,0.714,12.325,97642.671,74.89,16.895,55264.649,-0.216,0.513,5.349,1.16,0.521046917
979,670,Saint Vincent and the Grenadines,2008,2.132,1.014,17.195,9.323,71.64,19.476,3.978,-10.505,-0.065,9.858,1.03,0.026066065
1327,716,Zimbabwe,2008,3.885,1.512,35.22,2181.357,45.02,62.686,1047.65,-8.278,1.003,18.305,1.02,0.060179732
1320,1801,World Bank Regional Groups (developing only),2018,2.588,1.151,19.997,633482.183,70.4,31.894,231553.058,-0.513,1.218,12.688,1.07,0.8983191
275,192,Cuba,2013,1.706,0.82,11.28,635.945,78.46,4.802,457.002,-1.419,0.176,3.174,1.057,0.731443471
666,1636,Land-locked Developing Countries (LLDC),2018,3.983,1.764,31.541,79400.533,65.23,42.378,18262.099,-0.72,2.359,24.287,1.04,0.279984272
892,909,Oceania,2008,2.541,1.159,18.28,3224.779,76.25,23.089,1227.906,6.723,1.805,11.319,1.06,0.4648994
481,231,Ethiopia,2008,5.45,2.245,37.291,15287.92,59.08,59.821,3944.135,-0.122,2.759,27.67,1.04,0.860662111
435,1563,East African Community (EAC),2018,4.49,1.997,34.747,31716.922,64.23,42.086,5951.95,-0.343,2.793,28.226,1.03,0.248115106
1096,780,Trinidad and Tobago,2008,1.8,0.845,15.348,100.71,71.34,28.47,50.462,-2.835,0.482,7.658,1.038,0.249840779
1198,1822,UNITED NATIONS Regional Groups of Member States,2008,2.583,1.121,20.332,685696.27,68.92,40.996,271398.468,0.003,1.229,12.285,1.07,0.080113737
837,1108,Netherlands (and dependencies),2018,1.663,0.804,10.11,878.127,81.98,2.689,756.096,0.985,0.239,1.405,1.05,0.9785723
432,1765,ESCWA: member countries,2018,3.179,1.467,24.722,44242.178,71.64,23.292,9382.551,-0.644,1.885,19.479,1.05,0.782371948
846,554,New Zealand,2018,1.9,0.915,12.635,298.072,82.06,3.796,164.776,3.154,0.881,5.651,1.055,0.113531771
608,364,Iran (Islamic Republic of),2013,1.91,0.907,18.511,7045.954,75.04,15.161,1813.914,-1.32,1.243,13.746,1.052,0.692751538
963,646,Rwanda,2018,4.1,1.893,32.094,1951.412,68.44,29.184,323.268,-0.74,2.607,26.777,1.023,0.937764857
796,496,Mongolia,2008,2.397,1.124,22.45,294.45,66.14,30.507,89.987,-0.839,1.476,15.589,1.03,0.282187653
241,174,Comoros,2008,4.9,2.058,35.786,116.423,60.89,66.629,28.356,-3.074,2.403,27.07,1.05,0.442728351
521,1107,France (and dependencies),2013,2.007,0.97,12.554,4166.085,81.86,3.656,2857.489,1.077,0.502,3.943,1.05,0.038039309
1194,2040,UNICEF Regions: West and Central Africa,2018,5.275,2.136,38.001,97533.141,57.75,59.33,26067.668,-0.355,2.753,27.844,1.04,0.460247464
309,1737,ECE: North America-2,2018,1.753,0.843,11.814,21431.414,79.16,5.697,15575.785,3.299,0.653,3.228,1.05,0.876059244
964,638,RÃ©union,2008,2.397,1.168,17.85,72.388,78.2,5.631,21.052,-3.063,0.96,12.659,1.03,0.210820083
809,1484,More developed: Europe,2013,1.601,0.765,10.873,40215.988,77.18,5.255,40460.316,1.863,0.18,-0.066,1.06,0.671180285
328,1073,ESCAP region: South and South-West Asia,2008,2.851,1.238,23.468,201903.265,66.15,50.512,64139.88,-1.094,1.493,16.013,1.09,0.384662665
478,748,Eswatini,2008,3.563,1.359,31.931,167.272,43.84,74.226,94.792,-7.296,0.654,13.836,1.026,0.025251152
911,1521,Organization of Petroleum Exporting countries (OPEC),2013,3.886,1.612,30.602,67714.761,62.83,52.755,18653.067,1.111,2.331,22.172,1.05,0.442538143
884,918,Northern America,2018,1.753,0.843,11.813,21438.111,79.15,5.7,15581.517,3.296,0.652,3.227,1.05,0.909289642
115,2070,Belt-Road Initiative: Europe,2008,1.459,0.683,10.65,22232.23,72.05,8.458,26799.674,1.048,-0.114,-2.188,1.06,0.835482795
740,1500,Low-income countries,2013,4.91,2.081,36.654,117833.778,61.05,56.091,28381.429,-3.178,2.468,27.826,1.04,0.68539359
201,152,Chile,2018,1.65,0.798,12.465,1155.723,79.96,6.717,567.417,6.024,1.237,6.345,1.04,0.222382029
331,1072,ESCAP region: South-East Asia,2008,2.419,1.11,20.316,58819.996,69.62,28.562,19105.811,-1.355,1.237,13.717,1.06,0.668933452
683,428,Latvia,2013,1.497,0.716,10.138,104.332,74.13,5.15,142.195,-8.097,-1.178,-3.679,1.059,0.034811036
445,1825,Eastern European Group,2008,1.461,0.689,11.111,19095.393,69.94,11.126,23170.674,0.561,-0.181,-2.371,1.07,0.975887709
1312,732,Western Sahara,2008,2.55,1.152,21.912,50.276,66.2,43.042,12.812,2.306,1.865,16.328,1.03,0.18306928
482,231,Ethiopia,2013,4.85,2.099,34.745,16371.463,63.7,45.793,3575.969,0.849,2.805,27.156,1.04,0.686948607
1150,1589,UNICEF Programme Regions: Latin America and Caribbean (LACRO),2008,2.263,1.064,19.047,54186.392,73.4,20.313,16716.646,-1.288,1.189,13.171,1.05,0.501183769
404,2055,ESCAP: lower middle income,2013,2.346,1.094,19.394,52239.404,71.7,22.027,16928.812,-0.88,1.223,13.109,1.06,0.316943616
282,196,Cyprus,2018,1.337,0.642,10.599,62.755,80.75,3.54,41.39,4.222,0.783,3.608,1.07,0.430068809
900,512,Oman,2018,2.93,1.408,19.606,459.461,77.53,7.269,57.181,18.647,3.591,17.166,1.05,0.734856019
732,430,Liberia,2018,4.35,1.885,33.221,791.483,63.6,54.057,181.036,-1.049,2.46,25.622,1.054,0.98982025
535,268,Georgia,2008,1.8,0.829,13.22,274.615,70.75,18.191,265.871,-5.768,-0.535,0.421,1.11,0.507512933
539,276,Germany,2013,1.427,0.69,8.522,3464.621,80.44,3.357,4442.795,4.769,0.236,-2.406,1.053,0.126331914
586,332,Haiti,2008,3.62,1.483,28.643,1370.917,59.65,63.821,478.881,-2.883,1.576,18.637,1.05,0.134351476
944,630,Puerto Rico,2013,1.5,0.723,10.654,185.411,79.14,6.374,141.038,-13.946,-1.14,2.55,1.053,0.994264321
494,1506,Europe (48),2013,1.601,0.765,10.873,40215.988,77.18,5.255,40460.316,1.863,0.18,-0.066,1.06,0.528468647
364,1058,ESCAP: Pacific island dev. econ.,2008,3.856,1.685,29.359,1445.554,63.69,45.958,387.012,-1.711,1.981,21.499,1.08,0.02764238
574,324,Guinea,2008,5.535,2.182,40.818,1969.637,55.55,77.652,575.623,-6.454,2.246,28.889,1.024,0.543184888
492,917,Europe,2018,1.61,0.777,10.424,38847.368,78.33,4.167,41075.387,1.826,0.123,-0.598,1.06,0.323654403
80,1525,BRIC,2013,1.986,0.883,15.766,236839.821,71.54,26.423,110581.659,-0.139,0.827,8.405,1.11,0.463788333
688,941,Least developed countries,2008,4.647,1.924,35.56,140531.636,59.33,65.751,38545.122,-2.42,2.341,25.807,1.04,0.381643747
1054,724,Spain,2008,1.454,0.699,11.279,2564.527,81.22,3.373,1926.492,10,1.281,2.806,1.064,0.411927749
113,2069,Belt-Road Initiative: Asia,2013,2.584,1.174,21.269,150640.201,70.89,33.408,43870.57,0.141,1.522,15.075,1.06,0.677612008
7,1823,African Group,2008,4.904,1.971,37.018,180697.336,56.76,67.758,53982.119,-0.753,2.524,25.959,1.04,0.019935734
302,262,Djibouti,2013,3.1,1.298,24.173,106.011,61.55,55.669,38.215,1.369,1.684,15.459,1.039,0.68064638
259,2096,Countries with Access to the Sea: Europe,2008,1.569,0.742,10.93,36381.56,75.34,6.475,37551.302,2.385,0.203,-0.352,1.06,0.762927161
1120,1703,UNFPA: East and Southern Africa (ESA),2008,5.144,2.102,38.636,85323.699,55.19,66.584,25219.26,-0.117,2.714,27.216,1.03,0.212335415
502,1544,European Free Trade Agreement (EFTA),2008,1.656,0.797,11.147,707.801,81.34,3.631,526.631,8.202,1.106,2.854,1.05,0.844544519
1053,925,Southern Europe,2018,1.365,0.649,8.263,6306.405,82.07,3.119,7799.3,0.843,-0.111,-1.956,1.06,0.377906314
1039,913,Southern Africa,2008,2.714,1.15,24.297,6865.607,54,49.517,3894.112,2.715,1.324,10.516,1.03,0.597749811
662,1674,Land-locked Countries (Others),2013,1.48,0.709,10.233,3146.139,76.94,4.086,3393.856,2.965,0.216,-0.806,1.06,0.842059894
382,2044,ESCAP: WB income groups,2008,2.267,0.994,18.323,377137.431,69.76,37.079,152694.231,-0.607,1.03,10.905,1.1,0.564097032
680,1826,Latin American and Caribbean Group (GRULAC),2013,2.141,1.011,17.742,53447.62,74.39,17.151,18146.511,-0.849,1.087,11.718,1.05,0.738887036
878,1833,Northern Africa and Western Asia,2013,3.087,1.426,24.774,56787.013,72.31,23.621,12583.953,0.851,2.015,19.284,1.06,0.150790984
760,466,Mali,2008,6.7,2.524,47.706,3318.561,54.02,89.063,943.902,-1.449,3.276,34.137,1.05,0.558384109
1059,144,Sri Lanka,2018,2.21,1.066,16.022,1695.182,76.72,7.574,700.029,-4.631,0.478,9.406,1.039,0.247352778
966,638,RÃ©union,2018,2.273,1.112,14.905,65.533,80.03,2.665,27.304,-1.428,0.727,8.695,1.03,0.117972458
181,916,Central America,2008,2.545,1.201,21.855,16585.04,74.4,19.534,3863.258,-1.425,1.535,16.764,1.05,0.872103716
986,678,Sao Tome and Principe,2013,4.6,2.137,34.385,32.649,68.49,32.076,5.188,-8.847,2.009,28.921,1.03,0.631131044
865,1520,North American Free Trade Agreement (NAFTA),2008,2.133,1.015,15.327,34118.447,77.65,10.159,16222.253,2.782,1.082,8.039,1.05,0.213262294
684,428,Latvia,2018,1.717,0.819,10.757,104.449,75.05,3.344,141.739,-7.64,-1.148,-3.841,1.067,0.332905593
1178,2031,UNICEF Regions: Latin America and Caribbean,2013,2.138,1.01,17.693,53754.486,74.44,17.093,18342.344,-0.932,1.073,11.656,1.05,0.037752022
723,1480,Less developed: Asia,2018,2.165,0.978,16.686,367930.378,72.75,25.225,149838.889,-0.408,0.948,9.891,1.09,0.894494955
251,1638,Countries with Access to the Sea,2013,2.405,1.063,18.592,619068.319,71.42,31.982,252805.788,0.087,1.109,11,1.08,0.080916357
1051,925,Southern Europe,2008,1.467,0.695,10.375,7851.432,80.03,4.285,7194.056,3.544,0.441,0.868,1.07,0.66732551
949,410,Republic of Korea,2008,1.173,0.561,9.318,2288.679,79.47,3.512,1287.566,-0.637,0.344,4.076,1.067,0.024300589
890,578,Norway,2013,1.819,0.879,11.852,298.829,81.61,2.445,206.69,8.797,1.246,3.655,1.054,0.105941608
811,1485,More developed: Northern America,2008,2.015,0.969,13.547,22711.27,78.44,6.652,13462.129,4.027,0.955,5.517,1.05,0.229942236
527,258,French Polynesia,2013,2.039,0.982,16.145,21.778,76.14,6.908,7.094,-5.943,0.494,10.886,1.05,0.823102804
679,1826,Latin American and Caribbean Group (GRULAC),2008,2.263,1.064,19.046,54207.709,73.4,20.309,16726.056,-1.285,1.189,13.169,1.05,0.100487632
460,218,Ecuador,2008,2.69,1.262,22.112,1594.079,74.59,19.13,363.807,-0.624,1.645,17.066,1.05,0.569703749
773,480,Mauritius,2013,1.486,0.712,11.142,69.846,74.14,11.959,46.262,-1.927,0.184,3.762,1.042,0.32065257
638,296,Kiribati,2013,3.788,1.676,29.535,15.791,66.54,47.925,3.667,-7.712,1.497,22.676,1.07,0.962068917
858,566,Nigeria,2018,5.417,2.076,38.098,36886.425,54.18,62.142,11584.284,-0.31,2.586,26.133,1.059,0.741693974
360,1060,ESCAP: Landlocked countries (LLDCs),2018,2.866,1.314,24.394,19500.335,69.54,31.895,5112.241,-0.601,1.741,17.999,1.06,0.502980123
450,1832,Eastern and South-Eastern Asia,2018,1.834,0.845,13.18,152434.331,76.26,13.145,82364.024,-0.246,0.581,6.058,1.1,0.18904656
842,1552,New EU member states (joined since 2004),2013,1.42,0.683,9.939,5260.058,76.27,5.267,5942.721,-1.451,-0.274,-1.29,1.06,0.964693858
139,70,Bosnia and Herzegovina,2008,1.312,0.625,9.372,175.034,75.53,9.025,175.65,-3.172,-0.321,-0.033,1.065,0.684151931
32,8,Albania,2013,1.714,0.801,12.414,181.194,77.49,9.212,102.117,-9.358,-0.394,5.418,1.1,0.127521361
83,1526,BRICS,2013,1.996,0.888,15.886,242875.528,71.35,26.585,113367.653,-0.076,0.84,8.471,1.11,0.226223477
1020,90,Solomon Islands,2018,4.435,2.071,32.71,105.491,72.77,15.456,13.737,-2.48,2.601,28.45,1.065,0.15700619
677,1532,Latin American Integration Association (ALADI),2013,2.074,0.984,17.12,45708.028,74.85,15.149,16048.271,-0.647,1.047,11.109,1.05,0.091524093
354,1055,ESCAP: ECO,2018,2.971,1.335,24.252,59513.219,70.69,41.95,15237.134,-0.249,1.781,18.043,1.07,0.498698102
611,368,Iraq,2013,4.25,1.951,32.919,5375.12,69.4,28.492,848.438,7.984,3.58,27.723,1.065,0.00651174
1023,706,Somalia,2018,6.12,2.455,41.868,3107.683,56.94,69.307,811.662,-2.694,2.829,30.933,1.03,0.338939637
149,96,Brunei Darussalam,2013,2.015,0.958,17.492,35.139,75,8.776,7.969,-0.449,1.308,13.525,1.055,0.192108469
384,2044,ESCAP: WB income groups,2018,2.119,0.956,16.101,364679.912,73.22,24.633,162515.853,-0.297,0.863,8.926,1.09,0.272319066
619,380,Italy,2008,1.436,0.69,9.715,2856.374,81.51,3.429,2863.304,3.574,0.355,-0.024,1.063,0.148060599
681,1826,Latin American and Caribbean Group (GRULAC),2018,2.048,0.968,16.563,52514.826,75.2,15.493,19904.467,-0.668,0.962,10.285,1.05,0.995275267
369,1056,ESCAP: SAARC,2018,2.404,1.075,19.582,176522.524,69.1,36.915,63285.611,-0.689,1.188,12.561,1.09,0.962541962
490,908,Europe,2013,1.601,0.765,10.873,40215.988,77.18,5.255,40460.316,1.863,0.18,-0.066,1.06,0.295530417
361,1059,ESCAP: Least Developed Countries (LDCs),2008,2.905,1.284,24.79,33369.423,65.86,50.079,9528.054,-5.262,1.245,17.712,1.05,0.245372824
648,2087,LLDC: Africa,2018,4.778,2.07,36.101,57632.284,62.57,46.655,12238.58,-0.745,2.773,28.435,1.04,0.550683739
1255,704,Viet Nam,2008,1.928,0.881,17.184,7380.328,74.59,18.967,2445.364,-1.863,0.963,11.49,1.115,0.664918818
390,1064,ESCAP: high income,2018,1.372,0.66,8.379,9311.675,84,2.161,9527.561,1.43,0.124,-0.194,1.06,0.975142023
368,1056,ESCAP: SAARC,2013,2.566,1.133,21.056,178354.346,67.7,43.427,60111.515,-0.907,1.306,13.959,1.09,0.366005604
845,554,New Zealand,2013,2.036,0.979,13.701,307.748,81.32,4.365,154.174,4.047,1.089,6.837,1.056,0.235712307
626,392,Japan,2013,1.409,0.68,8.401,5387.738,83.32,2.183,6303.084,0.558,-0.087,-1.427,1.056,0.681661504
367,1056,ESCAP: SAARC,2008,2.942,1.269,23.937,188964.927,65.62,52.757,60252.137,-1.112,1.52,16.304,1.09,0.949447005
973,2092,SIDS Pacific,2008,3.856,1.685,29.359,1445.554,63.69,45.958,387.012,-1.711,1.981,21.499,1.08,0.784436428
366,1058,ESCAP: Pacific island dev. econ.,2018,3.459,1.545,26.152,1545.687,66.27,35.994,417.538,-1.408,1.769,19.087,1.08,0.198760423
235,2078,Commonwealth: Europe,2008,1.851,0.893,12.509,3962.447,79.69,4.828,2949.848,7.115,1.031,3.197,1.05,0.378451767
1278,1820,WHO Regions,2018,2.472,1.101,18.525,698650.046,72.24,29.335,284753.697,0.005,1.098,10.975,1.07,0.141329632
522,1107,France (and dependencies),2018,1.881,0.909,11.434,3869.059,82.38,3.177,3091.796,0.491,0.279,2.297,1.05,0.51482304
866,1520,North American Free Trade Agreement (NAFTA),2013,1.986,0.946,14.153,33118.96,78.22,9.064,17388.383,2.47,0.919,6.722,1.05,0.663806559
464,818,Egypt,2013,3.45,1.614,28.863,12642.133,70.83,18.921,2679.879,-0.641,2.213,22.745,1.066,0.14448263
1308,926,Western Europe,2018,1.683,0.815,10.234,9933.308,81.72,3.056,9728.128,3.974,0.419,0.211,1.05,0.650985269
645,417,Kyrgyzstan,2018,3,1.42,24.812,774.341,71.18,15.505,189.266,-0.641,1.812,18.747,1.058,0.220956973
1012,705,Slovenia,2008,1.435,0.692,10.121,102.176,78.55,3.2,93.168,3.897,0.479,0.893,1.058,0.890938375
825,104,Myanmar,2018,2.17,0.997,17.699,4738.387,66.76,38.396,2192.754,-3.05,0.646,9.509,1.03,0.056290374
592,340,Honduras,2008,3.244,1.496,27.064,1067.42,72.66,23.317,183.94,-0.634,2.179,22.4,1.05,0.612321942
1186,2038,UNICEF Regions: South Asia,2008,2.942,1.269,23.937,188964.927,65.62,52.757,60252.137,-1.112,1.52,16.304,1.09,0.015479178
660,1607,Land-locked Countries,2018,3.757,1.659,29.206,82598.106,66.93,40.872,21674.681,-0.342,2.122,21.542,1.04,0.500867941
1151,1589,UNICEF Programme Regions: Latin America and Caribbean (LACRO),2013,2.141,1.011,17.743,53426.358,74.39,17.155,18136.127,-0.85,1.087,11.72,1.05,0.948691042
293,180,Democratic Republic of the Congo,2013,6.4,2.579,44.009,15492.085,58.1,73.145,3826.46,0.043,3.326,33.139,1.03,0.8620799
380,2047,ESCAP: WB Upper middle income econ.,2013,1.702,0.781,13.356,121393.666,74.59,12.309,66867.794,0.214,0.621,5.999,1.12,0.362259923
887,924,Northern Europe,2013,1.841,0.889,12.176,6207.149,80.47,3.689,4697.935,3.161,0.612,2.961,1.05,0.527766718
1074,752,Sweden,2018,1.85,0.892,11.889,590.433,82.57,2.041,456.114,4.027,0.673,2.704,1.06,0.100490602
575,324,Guinea,2013,5.135,2.087,38.638,2088.808,58.01,65.695,555.142,-5.434,2.296,28.369,1.024,0.410501272
520,1107,France (and dependencies),2008,2.006,0.969,13.069,4220.894,80.87,3.959,2732.815,1.233,0.584,4.608,1.05,0.793598662
772,480,Mauritius,2008,1.698,0.813,13.268,81.929,72.76,13.213,43.902,-1.956,0.42,6.158,1.042,0.888569612
913,1570,Organization of the Islamic Conference (OIC),2008,3.578,1.526,28.77,214857.124,63.83,55.327,60436.662,-0.604,2.009,20.677,1.05,0.71513013
1084,764,Thailand,2008,1.556,0.733,12.345,4092.63,73.15,13.396,2372.799,0.178,0.537,5.188,1.064,0.243687014
245,178,Congo,2013,4.7,2.059,35.98,821.221,61.66,41.417,178.866,-2.629,2.555,28.143,1.03,0.213441089
1135,1586,UNICEF Programme Regions: East Asia and Pacific (EAPRO),2008,1.87,0.844,15.146,148406.022,72.25,22.684,66770.524,-0.705,0.763,8.332,1.12,0.893725471
98,112,Belarus,2013,1.649,0.79,12.12,571.445,72.45,3.43,624.715,1.53,0.04,-1.13,1.064,0.211198489
621,380,Italy,2018,1.33,0.641,7.627,2308.048,83.28,2.601,3169.429,2.461,-0.039,-2.847,1.063,0.979568822
454,1540,Economic Community of West African States (ECOWAS),2008,5.75,2.148,41.352,58762.507,52.46,81.399,19093.233,-0.699,2.726,27.916,1.05,0.603572392
311,1736,ECE: UNECE-52,2013,1.809,0.852,12.553,78793.107,77.15,8.467,59879.515,2.325,0.534,3.014,1.06,0.080117641
524,254,French Guiana,2013,3.42,1.645,26.435,32.647,79.31,9.119,3.588,-0.856,2.27,23.53,1.05,0.484046116
456,1540,Economic Community of West African States (ECOWAS),2018,5.191,2.084,37.422,69686.656,57.24,57.331,19236.457,-0.489,2.664,27.092,1.05,0.508892993
280,196,Cyprus,2008,1.48,0.709,11.708,62.648,78.96,4.349,36.354,10.963,1.589,4.914,1.07,0.369924674
271,191,Croatia,2008,1.522,0.731,10.054,218.836,76.09,5.75,258.231,-0.482,-0.229,-1.81,1.059,0.556555749
381,2047,ESCAP: WB Upper middle income econ.,2018,1.764,0.818,12.685,118681.929,76.17,9.797,69018.056,0.056,0.536,5.308,1.11,0.028440298
59,1207,Asia-Pacific Economic Cooperation (APEC),2013,1.85,0.848,13.986,198108.316,75.54,13.62,103793.063,0.473,0.713,6.658,1.1,0.081049396
421,2065,ESCWA: Gulf Cooperation Council countries,2008,2.893,1.4,20.792,4160.573,73.97,11.231,597.666,32.976,5.106,17.805,1.03,0.500457995
30,1200,"African, Caribbean and Pacific (ACP) Group of States",2018,4.607,1.96,34.669,192114.227,61.26,50.572,47767.001,-0.275,2.581,26.049,1.04,0.768136884
342,2059,ESCAP: ADB Group BÂ (OCR blend),2018,2.384,1.066,19.438,171137.282,69.12,36.506,61848.059,-0.654,1.176,12.413,1.09,0.942935392
754,458,Malaysia,2008,2.216,1.056,17.62,2374.171,74.03,6.992,618.631,5.654,1.87,13.029,1.06,0.48216597
617,376,Israel,2013,3.044,1.47,21.419,820.617,81.91,3.428,208.064,0.509,1.651,15.988,1.055,0.162408454
1098,780,Trinidad and Tobago,2018,1.73,0.819,13.104,90.738,73.31,21.981,57.585,-0.578,0.421,4.788,1.038,0.306705498
1102,792,Turkey,2008,2.202,1.033,18.673,6546.47,73.37,16.371,2072.948,-0.143,1.262,12.76,1.05,0.355964046
1158,1591,UNICEF Programme Regions: South Asia (ROSA),2018,2.404,1.075,19.582,176522.524,69.1,36.915,63285.611,-0.689,1.188,12.561,1.09,0.19739959
1220,1745,United Nations Economic Commission for Latin America and the Caribbean (UN-ECLAC),2013,2.138,1.01,17.693,53754.334,74.44,17.093,18342.22,-0.932,1.073,11.656,1.05,0.690556216
1294,1598,WHO: Western Pacific region (WPRO),2008,1.738,0.782,13.622,122078.815,74.52,18.46,60787.972,-0.236,0.66,6.839,1.14,0.413612794
620,380,Italy,2013,1.421,0.684,8.839,2649.693,82.36,3.038,3033.801,5.462,0.418,-1.282,1.063,0.837538917
61,1824,Asia-Pacific Group,2008,2.331,1.023,18.838,383938.07,69.99,37.256,143880.715,-0.445,1.134,11.778,1.1,0.694391048
395,2050,ESCAP: low HDI,2013,2.576,1.137,21.174,186755.499,67.49,43.601,62969.734,-0.933,1.311,14.035,1.09,0.576736145
1222,1760,United Nations Economic and Social Commission for Asia and the Pacific (UN-ESCAP) Regions,2008,2.267,0.994,18.323,377139.335,69.76,37.079,152694.881,-0.607,1.03,10.905,1.1,0.549306092
214,158,"China, Taiwan Province of China",2008,1.051,0.496,8.426,966.762,78.19,5.16,734.925,2.179,0.42,2.02,1.093,0.947255886
989,682,Saudi Arabia,2013,2.725,1.309,20.814,3077.367,74.38,8.687,503.969,11.653,2.911,17.405,1.03,0.221501272
372,2048,ESCAP: WB High income econ.,2018,1.374,0.661,8.389,9337.43,83.99,2.184,9537.147,1.422,0.124,-0.179,1.06,0.549513203
877,1833,Northern Africa and Western Asia,2008,3.067,1.412,24.725,51140.014,71.07,27.419,11769.07,1.939,2.099,19.035,1.06,0.80594089
407,1065,ESCAP: other Asia-Pacific countries/areas,2013,3.078,1.424,23.63,20744.376,73.57,22.243,4185.021,2.538,2.142,18.863,1.05,0.666758341
650,2088,LLDC: Asia,2013,3.086,1.393,26.374,19351.324,67.64,38.694,5151.273,-2.513,1.685,19.353,1.06,0.432886966
1147,2041,UNICEF Programme Regions: Latin America,2008,2.264,1.065,19.063,54017.378,73.41,20.306,16632.851,-1.287,1.191,13.193,1.05,0.804717067
402,2051,ESCAP: lower middle HDI,2018,1.875,0.863,13.668,139208.697,75.4,13.121,70737.649,-0.297,0.643,6.723,1.1,0.828287018
903,1505,Organisation for Economic Co-operation and Development (OECD),2018,1.738,0.82,11.41,73977.87,80.39,5.859,55920.13,2.373,0.516,2.785,1.05,0.161827705
500,1550,European Community (EC: 12),2013,1.619,0.778,10.332,19441.289,81.36,3.43,17915.599,2.574,0.338,0.811,1.05,0.401830854
1005,694,Sierra Leone,2018,4.319,1.694,33.725,1277.24,54.07,80.773,451.169,-0.554,2.128,21.812,1.018,0.260084658
823,104,Myanmar,2008,2.5,1.106,21.203,5276.888,62.44,51.98,2289.062,-5.372,0.663,12.005,1.03,0.047826484
100,56,Belgium,2008,1.821,0.88,11.648,625.636,79.57,3.826,528.053,5.478,0.73,1.817,1.05,0.506144997
962,646,Rwanda,2013,4.25,1.922,33.126,1772.954,65.79,39.411,335.127,-2.02,2.488,26.864,1.017,0.53985725
567,312,Guadeloupe,2018,2.17,1.052,11.721,23.453,81.84,4.642,16.385,-3.598,-0.007,3.532,1.04,0.959960809
1302,914,Western Africa,2018,5.183,2.083,37.381,70423.321,57.32,57.29,19394.682,-0.47,2.666,27.086,1.05,0.678134219
1262,1510,WB region: Europe and Central Asia (excluding high income),2013,1.947,0.909,15.238,30940.166,71.5,14.505,21823.793,1.357,0.585,4.49,1.06,0.658541245
357,2049,ESCAP: HDI groups,2018,2.119,0.956,16.101,364681.378,73.22,24.633,162516.587,-0.297,0.863,8.926,1.09,0.99747132
1253,862,Venezuela (Bolivarian Republic of),2013,2.405,1.144,20.02,2928.973,73.07,15.007,856.046,-2.946,1.123,14.169,1.05,0.07725542
272,191,Croatia,2013,1.488,0.713,9.569,204.806,77.45,4.261,261.607,-1.799,-0.445,-2.654,1.07,0.729987223
1274,1508,WB region: Sub-Saharan Africa (excluding high income),2013,5.088,2.097,37.808,176212.018,58.03,60.521,46770.251,-0.646,2.717,27.773,1.04,0.880503762
1050,1534,Southern Common Market (MERCOSUR),2018,1.919,0.911,15.336,23274.702,75.07,15.025,10122.228,-2.162,0.65,8.666,1.05,0.217182897
1069,740,Suriname,2008,2.667,1.23,21.136,54.352,69.82,23.716,18.202,-2.522,1.154,14.058,1.08,0.034921177
983,882,Samoa,2013,4.164,1.949,26.543,25.18,72.25,15.094,5.424,-12.849,0.798,20.825,1.08,0.71280792
455,1540,Economic Community of West African States (ECOWAS),2013,5.523,2.145,39.722,64668.306,54.97,68.583,19118.879,-0.875,2.714,27.978,1.05,0.295869285
1168,2034,UNICEF Regions: Eastern Europe and Central Asia,2008,1.802,0.838,14.418,28946.353,68.81,19.302,23614.276,0.288,0.294,2.656,1.06,0.891466391
